load,net_load,battery_power,soc,threshold,timestamp
5063.474395109229,5063.474395109229,0.0,0.5,,2023-01-01 00:00:00
4350.42509092585,4350.42509092585,0.0,0.5,,2023-01-01 00:15:00
4804.976757788121,4804.976757788121,0.0,0.5,,2023-01-01 00:30:00
4372.178617460533,4372.178617460533,0.0,0.5,,2023-01-01 00:45:00
4877.237663659816,4877.237663659816,0.0,0.5,,2023-01-01 01:00:00
4708.916017520043,4708.916017520043,0.0,0.5,,2023-01-01 01:15:00
4668.652567147638,4668.652567147638,0.0,0.5,,2023-01-01 01:30:00
4440.175189022812,4440.175189022812,0.0,0.5,,2023-01-01 01:45:00
4508.033148448052,4508.033148448052,0.0,0.5,,2023-01-01 02:00:00
4909.137204408139,4903.836698406475,5.300506001663962,0.4990936325978659,4903.836698406475,2023-01-01 02:15:00
4774.051771868768,4774.051771868768,0.0,0.4990936325978659,4913.738304047905,2023-01-01 02:30:00
4814.917072010249,4814.917072010249,0.0,0.4990936325978659,4925.56535584481,2023-01-01 02:45:00
4629.902551201903,4629.902551201903,0.0,0.4990936325978659,4920.629380684593,2023-01-01 03:00:00
4399.548555333007,4399.548555333007,0.0,0.4990936325978659,4899.121995142813,2023-01-01 03:15:00
4811.767970798534,4811.767970798534,0.0,0.4990936325978659,4909.337620089189,2023-01-01 03:30:00
4771.400144932225,4771.400144932225,0.0,0.4990936325978659,4915.6271533447925,2023-01-01 03:45:00
4895.059737657598,4895.059737657598,0.0,0.4990936325978659,4928.814539885716,2023-01-01 04:00:00
4388.424472487567,4388.424472487567,0.0,0.4990936325978659,4910.9829374538385,2023-01-01 04:15:00
4947.223480290281,4925.909343603888,21.314136686392885,0.49544899212559534,4925.909343603888,2023-01-01 04:30:00
4329.553574025683,4329.553574025683,0.0,0.49544899212559534,4906.915439060043,2023-01-01 04:45:00
4708.893882291768,4708.893882291768,0.0,0.49544899212559534,4908.697493219392,2023-01-01 05:00:00
4575.066720888856,4575.066720888856,0.0,0.49544899212559534,4903.930337024569,2023-01-01 05:15:00
4748.031801643933,4748.031801643933,0.0,0.49544899212559534,4907.47394809855,2023-01-01 05:30:00
4551.453848577363,4551.453848577363,0.0,0.49544899212559534,4902.1219728030355,2023-01-01 05:45:00
4744.820161437542,4744.820161437542,0.0,0.49544899212559534,4905.319540671291,2023-01-01 06:00:00
4954.384143238662,4916.734302583956,37.64984065470526,0.4890110052137315,4916.734302583956,2023-01-01 06:15:00
4799.049634627332,4799.049634627332,0.0,0.4890110052137315,4921.26274013117,2023-01-01 06:30:00
4640.881316319871,4640.881316319871,0.0,0.4890110052137315,4919.536405917051,2023-01-01 06:45:00
4504.4499208676025,4504.4499208676025,0.0,0.4890110052137315,4912.9893718133935,2023-01-01 07:00:00
4591.863959031353,4591.863959031353,0.0,0.4890110052137315,4909.938297985712,2023-01-01 07:15:00
4841.746199655268,4841.746199655268,0.0,0.4890110052137315,4915.547820942237,2023-01-01 07:30:00
4629.415323771225,4629.415323771225,0.0,0.4890110052137315,4913.8396418490365,2023-01-01 07:45:00
5068.54678367478,4926.207353394778,142.3394302800025,0.4646714761944954,4926.207353394778,2023-01-01 08:00:00
4562.900940369969,4562.900940369969,0.0,0.4646714761944954,4922.232019100475,2023-01-01 08:15:00
4527.735303077644,4527.735303077644,0.0,0.4646714761944954,4917.428877647077,2023-01-01 08:30:00
4800.154228542785,4800.154228542785,0.0,0.4646714761944954,4920.838129378267,2023-01-01 08:45:00
4802.690846123875,4802.690846123875,0.0,0.4646714761944954,4924.1350823256125,2023-01-01 09:00:00
4759.7590297215465,4759.7590297215465,0.0,0.4646714761944954,4926.07223755935,2023-01-01 09:15:00
4619.4102843804,4619.4102843804,0.0,0.4646714761944954,4924.131431432172,2023-01-01 09:30:00
4367.213972796577,4367.213972796577,0.0,0.4646714761944954,4915.667512432278,2023-01-01 09:45:00
4954.826380427597,4922.665077969272,32.161302458324826,0.45917200951164466,4922.665077969272,2023-01-01 10:00:00
4431.818787799069,4431.818787799069,0.0,0.45917200951164466,4916.254236284028,2023-01-01 10:15:00
4403.940187041343,4403.940187041343,0.0,0.45917200951164466,4909.460816751687,2023-01-01 10:30:00
4595.471662649649,4595.471662649649,0.0,0.45917200951164466,4907.54682650238,2023-01-01 10:45:00
4977.439243271827,4914.630479367559,62.808763904267835,0.4484319374971436,4914.630479367559,2023-01-01 11:00:00
5030.649789930813,4922.620735890598,108.02905404021567,0.42995935902356053,4922.620735890598,2023-01-01 11:15:00
5049.355142110773,4947.939546585119,101.41559552565377,0.4126176580947031,4947.939546585119,2023-01-01 11:30:00
4532.1970112459385,4532.1970112459385,0.0,0.4126176580947031,4945.319166496174,2023-01-01 11:45:00
4844.002952128843,4844.002952128843,0.0,0.4126176580947031,4939.606225113853,2023-01-01 12:00:00
4568.122278386573,4568.122278386573,0.0,0.4126176580947031,4933.8932837315315,2023-01-01 12:15:00
4701.900850037026,4701.900850037026,0.0,0.4126176580947031,4928.18034234921,2023-01-01 12:30:00
4807.971867143346,4807.971867143346,0.0,0.4126176580947031,4930.178489559088,2023-01-01 12:45:00
4716.1962358498695,4716.1962358498695,0.0,0.4126176580947031,4930.5903302776405,2023-01-01 13:00:00
4306.381771345349,4306.381771345349,0.0,0.4126176580947031,4923.018303048659,2023-01-01 13:15:00
4782.729596319886,4782.729596319886,0.0,0.4126176580947031,4924.815535286609,2023-01-01 13:30:00
5124.814717876589,4937.701911319746,187.11280655684368,0.3806220432738333,4937.701911319746,2023-01-01 13:45:00
4746.86182600549,4746.86182600549,0.0,0.3806220432738333,4933.861663365607,2023-01-01 14:00:00
4743.157412967036,4743.157412967036,0.0,0.3806220432738333,4934.662587852673,2023-01-01 14:15:00
4529.521960901579,4529.521960901579,0.0,0.3806220432738333,4931.634375498333,2023-01-01 14:30:00
5229.529683446975,4948.297579732538,281.23210371443656,0.3325323682201035,4948.297579732538,2023-01-01 14:45:00
4553.021333909382,4553.021333909382,0.0,0.3325323682201035,4947.223480290281,2023-01-01 15:00:00
4771.795661019056,4771.795661019056,0.0,0.3325323682201035,4941.51053890796,2023-01-01 15:15:00
5220.28029568718,4952.235944354147,268.04435133303286,0.28669775124237035,4952.235944354147,2023-01-01 15:30:00
4449.589170537693,4449.589170537693,0.0,0.28669775124237035,4951.1618449118905,2023-01-01 15:45:00
5177.161608833445,4954.561038114236,222.60057071920892,0.24863385678908556,4954.561038114236,2023-01-01 16:00:00
5033.082772796784,4960.479596138654,72.60317665813,0.23621897553177632,4960.479596138654,2023-01-01 16:15:00
5005.383182121229,4980.233637156767,25.14954496446171,0.23191849408205467,4980.233637156767,2023-01-01 16:30:00
4873.599516107327,4873.599516107327,0.0,0.23191849408205467,4976.308600129615,2023-01-01 16:45:00
4897.303117086208,4897.303117086208,0.0,0.23191849408205467,4972.916670702981,2023-01-01 17:00:00
4423.160282397889,4423.160282397889,0.0,0.23191849408205467,4969.5247412763465,2023-01-01 17:15:00
4453.944505574707,4453.944505574707,0.0,0.23191849408205467,4966.132811849711,2023-01-01 17:30:00
4788.074271692079,4788.074271692079,0.0,0.23191849408205467,4962.740882423077,2023-01-01 17:45:00
4555.652770632978,4555.652770632978,0.0,0.23191849408205467,4959.348952996443,2023-01-01 18:00:00
4511.647894403392,4511.647894403392,0.0,0.23191849408205467,4955.957023569808,2023-01-01 18:15:00
4387.910053788219,4387.910053788219,0.0,0.23191849408205467,4954.782156708703,2023-01-01 18:30:00
4360.61410389102,4360.61410389102,0.0,0.23191849408205467,4954.715821130363,2023-01-01 18:45:00
4923.792661627946,4923.792661627946,0.0,0.23191849408205467,4954.649485552022,2023-01-01 19:00:00
5146.859889899249,4965.0021687075005,181.85772119174817,0.20082147989834281,4965.0021687075005,2023-01-01 19:15:00
4742.548870520657,4742.548870520657,0.0,0.20082147989834281,4961.610239280865,2023-01-01 19:30:00
4484.634734104933,4484.634734104933,0.0,0.20082147989834281,4958.218309854231,2023-01-01 19:45:00
4858.5127239401045,4858.5127239401045,0.0,0.20082147989834281,4954.826380427597,2023-01-01 20:00:00
4565.945868455193,4565.945868455193,0.0,0.20082147989834281,4954.760044849257,2023-01-01 20:15:00
4676.648274933041,4676.648274933041,0.0,0.20082147989834281,4954.693709270916,2023-01-01 20:30:00
4916.28731666551,4916.28731666551,0.0,0.20082147989834281,4954.627373692576,2023-01-01 20:45:00
4923.992024498573,4923.992024498573,0.0,0.20082147989834281,4954.561038114236,2023-01-01 21:00:00
4995.87992972946,4960.479596138654,35.40033359080553,0.19476815057821625,4960.479596138654,2023-01-01 21:15:00
4410.942501607631,4410.942501607631,0.0,0.19476815057821625,4957.087666712019,2023-01-01 21:30:00
4780.723172787552,4780.723172787552,0.0,0.19476815057821625,4954.80426856815,2023-01-01 21:45:00
4308.194209280334,4308.194209280334,0.0,0.19476815057821625,4954.737932989809,2023-01-01 22:00:00
4614.83086012315,4614.83086012315,0.0,0.19476815057821625,4954.6715974114695,2023-01-01 22:15:00
5266.324498029254,4966.132811849711,300.19168617954256,0.1434364553288578,4966.132811849711,2023-01-01 22:30:00
4589.345495492851,5339.345495492851,-750.0,0.2652713846389698,4962.740882423077,2023-01-01 22:45:00
4550.378707392573,4550.378707392573,0.0,0.2652713846389698,4959.348952996443,2023-01-01 23:00:00
4758.1864893328,4758.1864893328,0.0,0.2652713846389698,4955.957023569808,2023-01-01 23:15:00
4665.566773802776,4665.566773802776,0.0,0.2652713846389698,4954.782156708703,2023-01-01 23:30:00
4696.617772904621,4696.617772904621,0.0,0.2652713846389698,4954.715821130363,2023-01-01 23:45:00
11846.510013137657,11096.510013137657,750.0,0.13702409062832555,5025.364340649354,2023-01-02 00:00:00
9871.059025624962,10621.059025624962,-750.0,0.2588590199384376,5085.746274310125,2023-01-02 00:15:00
9992.129340424575,9242.129340424575,750.0,0.1306117259277933,5142.480755682711,2023-01-02 00:30:00
9073.3124828503,9823.3124828503,-750.0,0.2524466552379053,5193.899407335412,2023-01-02 00:45:00
10461.603525862987,9711.603525862987,750.0,0.12419936122726105,5254.9784089532595,2023-01-02 01:00:00
10201.11676824502,10951.11676824502,-750.0,0.24603429053737308,5315.049354664315,2023-01-02 01:15:00
9838.259448214749,9088.259448214749,750.0,0.1177869965267288,5371.591929925985,2023-01-02 01:30:00
8854.884499400912,9604.884499400912,-750.0,0.23962192583684083,5419.877813008246,2023-01-02 01:45:00
10799.747600877512,10799.747600877512,0.0,0.23962192583684083,5488.6934398316935,2023-01-02 02:00:00
10761.312748027338,10011.312748027338,750.0,0.11137463182619656,5552.701609840029,2023-01-02 02:15:00
10210.6432737691,10960.6432737691,-750.0,0.23320956113630859,5612.164329392063,2023-01-02 02:30:00
