load,net_load,battery_power,soc,timestamp
5063.474395109229,5513.474395109229,-450.0,0.5731009575860673,2023-01-01 00:00:00
4350.42509092585,4800.42509092585,-450.0,0.6462019151721345,2023-01-01 00:15:00
4804.976757788121,5254.976757788121,-450.0,0.7193028727582018,2023-01-01 00:30:00
4372.178617460533,4822.178617460533,-450.0,0.7924038303442691,2023-01-01 00:45:00
4877.237663659816,5327.237663659816,-450.0,0.8655047879303364,2023-01-01 01:00:00
4708.916017520043,4708.916017520043,0.0,0.8655047879303364,2023-01-01 01:15:00
4668.652567147638,4668.652567147638,0.0,0.8655047879303364,2023-01-01 01:30:00
4440.175189022812,4440.175189022812,0.0,0.8655047879303364,2023-01-01 01:45:00
4508.033148448052,4508.033148448052,0.0,0.8655047879303364,2023-01-01 02:00:00
4909.137204408139,4909.137204408139,0.0,0.8655047879303364,2023-01-01 02:15:00
4774.051771868768,4774.051771868768,0.0,0.8655047879303364,2023-01-01 02:30:00
4814.917072010249,4814.917072010249,0.0,0.8655047879303364,2023-01-01 02:45:00
4629.902551201903,4629.902551201903,0.0,0.8655047879303364,2023-01-01 03:00:00
4399.548555333007,4399.548555333007,0.0,0.8655047879303364,2023-01-01 03:15:00
4811.767970798534,4811.767970798534,0.0,0.8655047879303364,2023-01-01 03:30:00
4771.400144932225,4771.400144932225,0.0,0.8655047879303364,2023-01-01 03:45:00
4895.059737657598,4895.059737657598,0.0,0.8655047879303364,2023-01-01 04:00:00
4388.424472487567,4388.424472487567,0.0,0.8655047879303364,2023-01-01 04:15:00
4947.223480290281,4947.223480290281,0.0,0.8655047879303364,2023-01-01 04:30:00
4329.553574025683,4329.553574025683,0.0,0.8655047879303364,2023-01-01 04:45:00
4708.893882291768,4708.893882291768,0.0,0.8655047879303364,2023-01-01 05:00:00
4575.066720888856,4575.066720888856,0.0,0.8655047879303364,2023-01-01 05:15:00
4748.031801643933,4748.031801643933,0.0,0.8655047879303364,2023-01-01 05:30:00
4551.453848577363,4551.453848577363,0.0,0.8655047879303364,2023-01-01 05:45:00
4744.820161437542,4744.820161437542,0.0,0.8655047879303364,2023-01-01 06:00:00
4954.384143238662,4954.384143238662,0.0,0.8655047879303364,2023-01-01 06:15:00
4799.049634627332,4799.049634627332,0.0,0.8655047879303364,2023-01-01 06:30:00
4640.881316319871,4640.881316319871,0.0,0.8655047879303364,2023-01-01 06:45:00
4504.4499208676025,4504.4499208676025,0.0,0.8655047879303364,2023-01-01 07:00:00
4591.863959031353,4591.863959031353,0.0,0.8655047879303364,2023-01-01 07:15:00
4841.746199655268,4841.746199655268,0.0,0.8655047879303364,2023-01-01 07:30:00
4629.415323771225,4629.415323771225,0.0,0.8655047879303364,2023-01-01 07:45:00
5068.54678367478,5068.54678367478,0.0,0.8655047879303364,2023-01-01 08:00:00
4562.900940369969,4562.900940369969,0.0,0.8655047879303364,2023-01-01 08:15:00
4527.735303077644,4527.735303077644,0.0,0.8655047879303364,2023-01-01 08:30:00
4800.154228542785,4800.154228542785,0.0,0.8655047879303364,2023-01-01 08:45:00
4802.690846123875,4802.690846123875,0.0,0.8655047879303364,2023-01-01 09:00:00
4759.7590297215465,4759.7590297215465,0.0,0.8655047879303364,2023-01-01 09:15:00
4619.4102843804,4619.4102843804,0.0,0.8655047879303364,2023-01-01 09:30:00
4367.213972796577,4367.213972796577,0.0,0.8655047879303364,2023-01-01 09:45:00
4954.826380427597,4954.826380427597,0.0,0.8655047879303364,2023-01-01 10:00:00
4431.818787799069,4431.818787799069,0.0,0.8655047879303364,2023-01-01 10:15:00
