timestamp,soc,soh,available_charge_power,available_discharge_power,total_cycles
2023-01-01 00:00:00,0.5731009575860673,1.0,750.0,750.0,0
2023-01-01 00:15:00,0.6462019151721345,1.0,750.0,750.0,0
2023-01-01 00:30:00,0.7193028727582018,1.0,750.0,750.0,0
2023-01-01 00:45:00,0.7924038303442691,1.0,645.5770179343856,750.0,0
2023-01-01 01:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 01:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 01:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 01:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 02:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 02:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 02:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 02:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 03:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 03:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 03:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 03:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 04:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 04:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 04:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 04:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 05:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 05:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 05:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 05:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 06:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 06:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 06:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 06:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 07:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 07:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 07:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 07:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 08:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 08:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 08:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 08:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 09:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 09:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 09:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 09:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 10:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 10:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 10:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 10:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 11:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 11:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 11:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 11:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 12:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 12:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 12:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 12:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 13:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 13:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 13:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 13:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 14:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 14:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 14:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 14:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 15:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 15:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 15:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 15:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 16:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 16:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 16:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 16:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 17:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 17:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 17:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 17:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 18:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 18:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 18:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 18:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 19:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 19:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 19:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 19:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 20:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 20:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 20:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 20:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 21:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 21:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 21:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 21:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 22:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 22:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 22:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 22:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 23:00:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 23:15:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 23:30:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-01 23:45:00,0.8655047879303364,1.0,206.97127241798196,750.0,0
2023-01-02 00:00:00,0.7372574939196921,1.0,750.0,750.0,0
2023-01-02 00:15:00,0.7372574939196921,1.0,750.0,750.0,0
2023-01-02 00:30:00,0.7372574939196921,1.0,750.0,750.0,0
2023-01-02 00:45:00,0.7372574939196921,1.0,750.0,750.0,0
2023-01-02 01:00:00,0.7372574939196921,1.0,750.0,750.0,0
2023-01-02 01:15:00,0.7372574939196921,1.0,750.0,750.0,0
2023-01-02 01:30:00,0.7372574939196921,1.0,750.0,750.0,0
2023-01-02 01:45:00,0.7372574939196921,1.0,750.0,750.0,0
2023-01-02 02:00:00,0.7234590587114709,1.0,750.0,750.0,0
2023-01-02 02:15:00,0.7162328446682259,1.0,750.0,750.0,0
2023-01-02 02:30:00,0.7162328446682259,1.0,750.0,750.0,0
2023-01-02 02:45:00,0.7162328446682259,1.0,750.0,750.0,0
2023-01-02 03:00:00,0.7162328446682259,1.0,750.0,750.0,0
2023-01-02 03:15:00,0.7893338022542932,1.0,663.9971864742411,750.0,0
2023-01-02 03:30:00,0.7893338022542932,1.0,663.9971864742411,750.0,0
2023-01-02 03:45:00,0.7893338022542932,1.0,663.9971864742411,750.0,0
2023-01-02 04:00:00,0.7893338022542932,1.0,663.9971864742411,750.0,0
2023-01-02 04:15:00,0.7893338022542932,1.0,663.9971864742411,750.0,0
2023-01-02 04:30:00,0.7893338022542932,1.0,663.9971864742411,750.0,0
2023-01-02 04:45:00,0.7893338022542932,1.0,663.9971864742411,750.0,0
2023-01-02 05:00:00,0.7893338022542932,1.0,663.9971864742411,750.0,0
2023-01-02 05:15:00,0.7893338022542932,1.0,663.9971864742411,750.0,0
2023-01-02 05:30:00,0.7893338022542932,1.0,663.9971864742411,750.0,0
2023-01-02 05:45:00,0.7893338022542932,1.0,663.9971864742411,750.0,0
2023-01-02 06:00:00,0.7704070567443331,1.0,750.0,750.0,0
2023-01-02 06:15:00,0.7704070567443331,1.0,750.0,750.0,0
2023-01-02 06:30:00,0.7704070567443331,1.0,750.0,750.0,0
2023-01-02 06:45:00,0.7704070567443331,1.0,750.0,750.0,0
2023-01-02 07:00:00,0.6421597627336888,1.0,750.0,750.0,0
2023-01-02 07:15:00,0.6104834161850954,1.0,750.0,750.0,0
2023-01-02 07:30:00,0.6104834161850954,1.0,750.0,750.0,0
2023-01-02 07:45:00,0.6104834161850954,1.0,750.0,750.0,0
2023-01-02 08:00:00,0.4822361221744511,1.0,750.0,750.0,0
2023-01-02 08:15:00,0.5553370797605184,1.0,750.0,750.0,0
2023-01-02 08:30:00,0.5302263333161867,1.0,750.0,750.0,0
2023-01-02 08:45:00,0.5302263333161867,1.0,750.0,750.0,0
2023-01-02 09:00:00,0.4785949356198354,1.0,750.0,750.0,0
2023-01-02 09:15:00,0.4785949356198354,1.0,750.0,750.0,0
2023-01-02 09:30:00,0.46388291760263417,1.0,750.0,750.0,0
2023-01-02 09:45:00,0.46388291760263417,1.0,750.0,750.0,0
2023-01-02 10:00:00,0.46388291760263417,1.0,750.0,750.0,0
2023-01-02 10:15:00,0.5369838751887014,1.0,750.0,750.0,0
2023-01-02 10:30:00,0.5369838751887014,1.0,750.0,750.0,0
2023-01-02 10:45:00,0.5369838751887014,1.0,750.0,750.0,0
2023-01-02 11:00:00,0.4468784687074428,1.0,750.0,750.0,0
2023-01-02 11:15:00,0.4468784687074428,1.0,750.0,750.0,0
2023-01-02 11:30:00,0.4468784687074428,1.0,750.0,750.0,0
2023-01-02 11:45:00,0.4468784687074428,1.0,750.0,750.0,0
2023-01-02 12:00:00,0.4468784687074428,1.0,750.0,750.0,0
2023-01-02 12:15:00,0.4468784687074428,1.0,750.0,750.0,0
2023-01-02 12:30:00,0.4468784687074428,1.0,750.0,750.0,0
2023-01-02 12:45:00,0.4468784687074428,1.0,750.0,750.0,0
2023-01-02 13:00:00,0.4468784687074428,1.0,750.0,750.0,0
2023-01-02 13:15:00,0.4468784687074428,1.0,750.0,750.0,0
2023-01-02 13:30:00,0.4468784687074428,1.0,750.0,750.0,0
2023-01-02 13:45:00,0.4468784687074428,1.0,750.0,750.0,0
2023-01-02 14:00:00,0.4468784687074428,1.0,750.0,750.0,0
2023-01-02 14:15:00,0.4468784687074428,1.0,750.0,750.0,0
2023-01-02 14:30:00,0.4468784687074428,1.0,750.0,750.0,0
2023-01-02 14:45:00,0.4468784687074428,1.0,750.0,750.0,0
2023-01-02 15:00:00,0.41919127425405533,1.0,750.0,750.0,0
2023-01-02 15:15:00,0.41919127425405533,1.0,750.0,750.0,0
2023-01-02 15:30:00,0.41919127425405533,1.0,750.0,750.0,0
2023-01-02 15:45:00,0.41919127425405533,1.0,750.0,750.0,0
2023-01-02 16:00:00,0.29094398024341106,1.0,750.0,750.0,0
2023-01-02 16:15:00,0.29094398024341106,1.0,750.0,750.0,0
2023-01-02 16:30:00,0.29094398024341106,1.0,750.0,750.0,0
2023-01-02 16:45:00,0.29094398024341106,1.0,750.0,750.0,0
2023-01-02 17:00:00,0.2854885643906003,1.0,750.0,750.0,0
2023-01-02 17:15:00,0.2854885643906003,1.0,750.0,750.0,0
2023-01-02 17:30:00,0.3585895219766675,1.0,750.0,750.0,0
2023-01-02 17:45:00,0.3585895219766675,1.0,750.0,750.0,0
2023-01-02 18:00:00,0.3585895219766675,1.0,750.0,750.0,0
2023-01-02 18:15:00,0.3585895219766675,1.0,750.0,750.0,0
2023-01-02 18:30:00,0.3585895219766675,1.0,750.0,750.0,0
2023-01-02 18:45:00,0.3585895219766675,1.0,750.0,750.0,0
2023-01-02 19:00:00,0.2761675905252335,1.0,750.0,750.0,0
2023-01-02 19:15:00,0.2761675905252335,1.0,750.0,750.0,0
2023-01-02 19:30:00,0.26873857741032897,1.0,750.0,750.0,0
2023-01-02 19:45:00,0.26873857741032897,1.0,750.0,750.0,0
2023-01-02 20:00:00,0.19886164138075085,1.0,750.0,593.1698482845051,0
2023-01-02 20:15:00,0.19886164138075085,1.0,750.0,593.1698482845051,0
2023-01-02 20:30:00,0.19886164138075085,1.0,750.0,593.1698482845051,0
2023-01-02 20:45:00,0.19886164138075085,1.0,750.0,593.1698482845051,0
2023-01-02 21:00:00,0.14892995221776126,1.0,750.0,293.5797133065675,0
2023-01-02 21:15:00,0.2707648815278733,1.0,750.0,750.0,0
2023-01-02 21:30:00,0.2707648815278733,1.0,750.0,750.0,0
2023-01-02 21:45:00,0.2707648815278733,1.0,750.0,750.0,0
2023-01-02 22:00:00,0.2707648815278733,1.0,750.0,750.0,0
2023-01-02 22:15:00,0.34386583911394053,1.0,750.0,750.0,0
2023-01-02 22:30:00,0.41696679670000775,1.0,750.0,750.0,0
2023-01-02 22:45:00,0.41696679670000775,1.0,750.0,750.0,0
2023-01-02 23:00:00,0.3538808477338128,1.0,750.0,750.0,0
2023-01-02 23:15:00,0.42698180531988,1.0,750.0,750.0,0
2023-01-02 23:30:00,0.42698180531988,1.0,750.0,750.0,0
2023-01-02 23:45:00,0.42698180531988,1.0,750.0,750.0,0
2023-01-03 00:00:00,0.29873451130923573,1.0,750.0,750.0,0
2023-01-03 00:15:00,0.29873451130923573,1.0,750.0,750.0,0
2023-01-03 00:30:00,0.29873451130923573,1.0,750.0,750.0,0
2023-01-03 00:45:00,0.29873451130923573,1.0,750.0,750.0,0
2023-01-03 01:00:00,0.29873451130923573,1.0,750.0,750.0,0
2023-01-03 01:15:00,0.29873451130923573,1.0,750.0,750.0,0
2023-01-03 01:30:00,0.29873451130923573,1.0,750.0,750.0,0
2023-01-03 01:45:00,0.29873451130923573,1.0,750.0,750.0,0
2023-01-03 02:00:00,0.29873451130923573,1.0,750.0,750.0,0
2023-01-03 02:15:00,0.29873451130923573,1.0,750.0,750.0,0
2023-01-03 02:30:00,0.37183546889530295,1.0,750.0,750.0,0
2023-01-03 02:45:00,0.37183546889530295,1.0,750.0,750.0,0
2023-01-03 03:00:00,0.32390898152877456,1.0,750.0,750.0,0
2023-01-03 03:15:00,0.32390898152877456,1.0,750.0,750.0,0
2023-01-03 03:30:00,0.32390898152877456,1.0,750.0,750.0,0
2023-01-03 03:45:00,0.32390898152877456,1.0,750.0,750.0,0
2023-01-03 04:00:00,0.32390898152877456,1.0,750.0,750.0,0
2023-01-03 04:15:00,0.32390898152877456,1.0,750.0,750.0,0
2023-01-03 04:30:00,0.3970099391148418,1.0,750.0,750.0,0
2023-01-03 04:45:00,0.3970099391148418,1.0,750.0,750.0,0
2023-01-03 05:00:00,0.3970099391148418,1.0,750.0,750.0,0
2023-01-03 05:15:00,0.3772665830615759,1.0,750.0,750.0,0
2023-01-03 05:30:00,0.3772665830615759,1.0,750.0,750.0,0
2023-01-03 05:45:00,0.3772665830615759,1.0,750.0,750.0,0
2023-01-03 06:00:00,0.2546173727032579,1.0,750.0,750.0,0
2023-01-03 06:15:00,0.2546173727032579,1.0,750.0,750.0,0
2023-01-03 06:30:00,0.2546173727032579,1.0,750.0,750.0,0
2023-01-03 06:45:00,0.2546173727032579,1.0,750.0,750.0,0
2023-01-03 07:00:00,0.22670412946401391,1.0,750.0,750.0,0
2023-01-03 07:15:00,0.22147786714962212,1.0,750.0,728.8672028977327,0
