timestamp,kiln_kw,raw_mill_kw,cement_mill_kw,auxiliary_kw,total_kw
2023-01-01 00:00:00,3747.3889414467244,194.92938869077065,232.20502235547457,813.4662373529405,5063.474395109229
2023-01-01 00:15:00,3711.773433230251,126.6417682048305,186.31916230267615,500.0863308103013,4350.42509092585
2023-01-01 00:30:00,3890.811510625928,106.19750798013217,185.84141995377954,666.2603509640525,4804.976757788121
2023-01-01 00:45:00,3469.7672241029645,111.8954443927638,110.49763185906568,532.1043023458029,4372.178617460533
2023-01-01 01:00:00,3927.535476265459,111.39192810145887,207.9377691696658,577.9519517014544,4877.237663659816
2023-01-01 01:15:00,3887.0101874905076,144.43905225572004,167.65765275562106,589.7617747032245,4708.916017520043
2023-01-01 01:30:00,3923.4807558482307,111.66797533353754,13.174408828269755,548.2750042797478,4668.652567147638
2023-01-01 01:45:00,3770.091414855881,118.12292735096881,105.85421816078436,539.7948710493696,4440.175189022812
2023-01-01 02:00:00,3767.666247703722,135.34503964482028,205.02194041949485,501.46335440236396,4508.033148448052
2023-01-01 02:15:00,3800.85443512293,126.79445321520126,175.72159843929376,636.76811062582,4909.137204408139
2023-01-01 02:30:00,3713.6236576763076,146.08789197849512,187.98479778098508,733.9957322780347,4774.051771868768
2023-01-01 02:45:00,3909.22193338154,130.22395858941567,107.95617755377451,654.5634330232529,4814.917072010249
2023-01-01 03:00:00,3608.70703473494,134.2093510656538,201.51368109595683,616.9105091020938,4629.902551201903
2023-01-01 03:15:00,3645.8524023201776,141.49157592395412,23.51633754796113,706.073281096857,4399.548555333007
2023-01-01 03:30:00,3797.242202511164,116.96258462250572,175.9092816149631,680.8536235857684,4811.767970798534
2023-01-01 03:45:00,3817.2210385648646,111.85161374639411,104.77310812428152,646.6710315428135,4771.400144932225
2023-01-01 04:00:00,4000.5806050977467,137.18977601726073,194.23772988461099,638.4162852289946,4895.059737657598
2023-01-01 04:15:00,3714.3846619789883,113.0588352704479,17.753409642295832,616.3484567979914,4388.424472487567
2023-01-01 04:30:00,3755.9895828175654,124.2614831204886,181.13592099766385,709.0852788468799,4947.223480290281
2023-01-01 04:45:00,3838.075564655618,128.21989678310857,116.48150726446488,513.911088982501,4329.553574025683
2023-01-01 05:00:00,3855.8221239224536,125.38576935304417,190.13605294420145,580.1621510858974,4708.893882291768
2023-01-01 05:15:00,3820.306221458695,135.6201839595461,169.39834904661575,599.0791278952732,4575.066720888856
2023-01-01 05:30:00,3886.8992736407754,118.25345544172716,150.95282419635015,640.2707837728321,4748.031801643933
2023-01-01 05:45:00,3640.91464595784,113.9840012315377,119.77532084209577,541.1232532171554,4551.453848577363
2023-01-01 06:00:00,3577.3694610122375,206.7658076511994,198.20961611803887,565.3260245265972,4744.820161437542
2023-01-01 06:15:00,3674.3651769933676,200.53726211421858,153.01153556515922,735.3010537161836,4954.384143238662
2023-01-01 06:30:00,3639.3853323462113,198.11860810576476,169.08018925493076,683.251415024341,4799.049634627332
2023-01-01 06:45:00,3832.787418080456,216.95798961913374,115.27892032638039,691.4971156148417,4640.881316319871
2023-01-01 07:00:00,3621.9793200043414,192.80055178206248,206.4801012794345,511.8988651256398,4504.4499208676025
2023-01-01 07:15:00,3689.0923570048,182.51457588164817,159.9040096309083,612.8400482441257,4591.863959031353
2023-01-01 07:30:00,3801.0489300623194,192.42158333207527,171.97468869416588,642.4631234604522,4841.746199655268
2023-01-01 07:45:00,3681.2570779963858,202.00902089344504,100.68455616485039,504.71803540533693,4629.415323771225
2023-01-01 08:00:00,3713.419006490813,278.08325552846037,248.2227524950133,726.4384984183982,5068.54678367478
2023-01-01 08:15:00,3546.17504767789,214.93429193158323,164.34765284383988,548.0620964646237,4562.900940369969
2023-01-01 08:30:00,3645.401780394444,212.0661776995679,154.93612887256714,699.536111783443,4527.735303077644
2023-01-01 08:45:00,3782.5238210861194,201.46334927233525,105.40793028882445,695.0531752780927,4800.154228542785
2023-01-01 09:00:00,3649.8287368943943,198.40780998829015,195.83776112316835,669.2813158282127,4802.690846123875
2023-01-01 09:15:00,3794.7570289469986,184.2993160696848,151.58744990390375,585.8126710744372,4759.7590297215465
2023-01-01 09:30:00,3803.315727006088,215.94725357818345,151.83596732521926,506.1677224923092,4619.4102843804
2023-01-01 09:45:00,3564.594267644955,206.9962958869273,100.77783553932763,538.0084375796262,4367.213972796577
2023-01-01 10:00:00,3866.1680416948266,188.21439322951113,185.16689952710968,692.9408801820123,4954.826380427597
2023-01-01 10:15:00,3637.1457286884415,211.2227794187983,191.09941754511317,500.9721946093998,4431.818787799069
2023-01-01 10:30:00,3521.2223579801725,201.1272931836601,155.67127966289047,707.6516700283709,4403.940187041343
2023-01-01 10:45:00,3698.5093663663924,210.7811661443965,90.29356610896008,569.3391895656795,4595.471662649649
